鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
觀音區,房地(土地+建物),桃園市觀音區福昌街１０號,83.95,都市：其他:第二種住宅區,,,1100710,土地1建物1車位0,全,四層,透天厝,店舖、住宅、住宅〈附屬停車空間、樓梯間、水塔間〉,鋼筋混凝土造,1031124,286.59,5,2,4,有,無,13350000,46582,,0.0,0,,RPTRMLOKRHGGFBH09EA,247.13,39.46,0.0,無,309
觀音區,房地(土地+建物),桃園市觀音區永吉街２７８號五樓,22.21,,工業區,丁種建築用地,1100822,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),工業社區（社區住宅）,鋼筋混凝土造,1081025,86.94,3,2,2,有,有,4200000,48309,,0.0,0,,RPURMLOKRHGGFBH56EA,66.34,6.65,0.0,有,310
大溪區,土地,員林段57-59地號,2448.0,,一般農業區,農牧用地,1100815,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,23696640,9680,,0.0,0,,RPUNMLOKRHGGFCH88EA,0.0,0.0,0.0,無,
大溪區,土地,員林段57-69地號,2447.0,,一般農業區,農牧用地,1100815,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,23686960,9680,,0.0,0,,RPVNMLOKRHGGFCH98EA,0.0,0.0,0.0,無,
龍潭區,土地,高平段958地號,380.33,,山坡地保育區,農牧用地,1100811,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9660000,25399,,0.0,0,,RPXNMLOKRHGGFCH56EA,0.0,0.0,0.0,無,
龍潭區,土地,八德段1155地號,3914.78,,山坡地保育區,農牧用地,1100427,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2741468,700,,0.0,0,,RPXNMLSJRHGGFCH86EA,0.0,0.0,0.0,無,064
新屋區,土地,青田段802地號,688.23,,一般農業區,交通用地,1100828,土地8建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4788370,6958,,0.0,0,,RPPNMLOKRHGGFDH48EA,0.0,0.0,0.0,無,
楊梅區,土地,長岡嶺段543地號,133.38,都市：其他:保護區,,,1100627,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,900000,6748,,0.0,0,,RPUNMLPKRHGGFDH09EA,0.0,0.0,0.0,無,
八德區,房地(土地+建物)+車位,桃園市八德區廣興五街９７號九樓,24.12,都市：其他:第二種住宅區,,,1100810,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040416,155.93,3,2,2,有,有,9500000,67954,坡道平面,35.26,1300000,,RPVNMLPKRHGGFFH76EA,74.57,9.37,0.0,有,312
八德區,房地(土地+建物)+車位,桃園市八德區崁頂路１３８６巷１６號,92.35,,特定農業區,甲種建築用地,1100704,土地4建物1車位1,全,四層,透天厝,住家用,鋼筋混凝土造,0990907,276.82,6,3,4,有,有,15000000,54187,其他,0.0,0,其他增建；,RPSOMLOKRHGGFFH09EA,229.42,19.98,0.0,無,
龜山區,土地,山福段604地號,599.69,都市：其他:道路用地,,,1100813,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,19854000,33107,,0.0,0,包含公共設施保留地用地；,RPOPMLNKRHGGFHH88EA,0.0,0.0,0.0,無,
龜山區,土地,山福段604-1地號,4.42,都市：其他:道路用地,,,1100813,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,146000,33032,,0.0,0,包含公共設施保留地用地；,RPPPMLNKRHGGFHH98EA,0.0,0.0,0.0,無,
龜山區,房地(土地+建物)+車位,桃園市龜山區文學路２４５號十六樓之５,22.53,都市：其他:第五種住宅區(供合宜住宅使用),,,1100829,土地1建物1車位1,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041113,184.69,4,2,2,有,有,12500000,67681,坡道平面,26.11,0,,RPPNMLOKRHGGFHH88EA,102.93,9.12,0.0,有,
平鎮區,房地(土地+建物),桃園市平鎮區文化街２９７號,24.97,都市：其他:住宅區,,,1100801,土地1建物1車位0,一層，騎樓，地下層,七層,華廈(10層含以下有電梯),店舖、自用儲藏室,鋼筋混凝土造,0820723,167.98,0,0,1,有,有,10980000,65365,,0.0,0,,RPOOMLPKRHGGFGH88EA,145.18,10.08,0.0,有,
蘆竹區,房地(土地+建物),桃園市蘆竹區南農街２１之２號,43.77,都市：其他:住宅區,,,1100806,土地3建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780106,134.95,3,2,1,有,無,6500000,48166,,0.0,0,增值稅由買方負擔。,RPWPMLPKRHGGFEH96EA,134.95,0.0,0.0,無,
新屋區,土地,新洲段1035地號,76.19,,一般農業區,農牧用地,1100810,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,345600,4536,,0.0,0,含地政士服務費；親友、員工、共有人或其他特殊關係間之交易；,RPXPMLQKRHGGFDH07EA,0.0,0.0,0.0,無,313
新屋區,土地,新洲段1028地號,61.8,,一般農業區,農牧用地,1100810,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,280350,4536,,0.0,0,含地政士服務費；親友、員工、共有人或其他特殊關係間之交易；,RPOQMLQKRHGGFDH88EA,0.0,0.0,0.0,無,314
新屋區,土地,新洲段1046地號,259.19,,一般農業區,農牧用地,1100810,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1176150,4538,,0.0,0,含地政士服務費；親友、員工、共有人或其他特殊關係間之交易；,RPPQMLQKRHGGFDH98EA,0.0,0.0,0.0,無,315
大園區,土地,客運一段26地號,631.19,都市：其他:商業區,,,1100720,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,42960552,68063,,0.0,0,,RPSNMLLJRHGGFEH48EA,0.0,0.0,0.0,無,316
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區新生路４５２巷３７號,93.59,,一般農業區,甲種建築用地,1100627,土地1建物1車位1,全,五層,透天厝,住宅、停車空間,鋼筋混凝土造,0950921,218.83,4,2,4,有,有,12000000,54837,其他,0.0,0,,RPROMLOKRHGGFEH88EA,203.48,11.02,0.0,無,
